"mid-frame-air-deflector-26800121", "MID-FRAME AIR DEFLECTOR" , "SOFT LOWERS FRONT VIEW SOFT LOWERS REAR VIEW MID-FRAME AIR DEFLECTOR Designed for severe duty and extreme temperature applications. These black deflectors attach to the frame below the seat and direct heat away from the rider to improve comfort. Kit includes all necessary hardware. Keep your cool on a sweltering summer day. Engineered to maximize rider and passenger comfort in high temperature situations, the CoolFlowTM Fan is the perfect addition if your bike is subjected to parade duty, rush hour traffic, or extreme temperature environments. Unlike traditional fan kits that try to cool the engine by blowing air across the cylinders and often onto your legs, the CoolFlow Fan Kit keeps the riders comfortable by pulling air away from the rear cylinder and exhaust pipe, and directing it toward the ground. The fan suction generates a low pressure region near the riders to balance the natural up and out convection air flow in the area behind the engine. The wind-tunnel tested fan is tucked away above the transmission, and when combined with midframe air deflectors, significantly drops the temperature the seated rider experiences. COOLFLOW FAN (26800120 SHOWN) COOLFLOW FAN (26800128 SHOWN) FRONT ENGINE MOUNT STABILIZER LINK BLACK It's the details that make the complete custom bike. This starter end cover dresses the end of the starter motor for a clean look, Available in mirror chrome or rich gloss black to match your customizing style.", "Harley Davidson", "" , , "", "Title", "Default Title", , , , , "26800121", ,,,,,"67.96","79.95"
"epa-c-29000019", "EPA c" , "SCREAMIN' EAGLE OVAL HIGH-FLOW 2 AIR CLEANER The XL High-Flow Air Cleaner Kit provides increased airflow to boost the power of your fuel-injected Sportster model. The complete kit features a composite air cleaner back plate, air cleaner cover adapter, a high-flow washable synthetic media filter element that does not require oiling and a breather system that routes gasses and excess oil directly into the intake. Kit also includes cover trim and all mounting hardware. Street compliant when used with stock mufflers. 50-State U.S. EPA compliant. SCREAMIN' EAGLE ROUND HIGH-FLOW 2 AIR CLEANER The XL High-Flow Air Cleaner Kit provides increased airflow to boost the power of your fuel-injected Sportster model. Available with brilliant chrome or gloss black back plate, this Round Air Cleaner transforms the appearance of your Evolution power plant and allows you to replace the Original Equipment oval air cleaner cover with your choice of accessory round covers. Or choose to flaunt your performance gains with the open element look, finished with custom Air Cleaner Trim from one of the Harley-Davidson decorative collections. Kit includes one-piece cast back plate, high-flow washable air filter element and all required hardware. Street compliant when used with stock mufflers. 50-State U.S. EPA compliant.", "Harley Davidson", "" , , "", "Title", "Default Title", , , , , "29000019", ,,,,,"127.46","149.95"
"epa-c-29000066", "EPA c" , "HIGH-FLOW AIR CLEANER KIT BLACK (29400235 SHOWN) A. HIGH-FLOW AIR CLEANER KIT CHROME (29400236 SHOWN) SCREAMIN' EAGLE PERFORMANCE AIR 2 CLEANER KIT BURST COLLECTION Performance and style combined. Designed to complement the Burst Collection, this radical low profile air cleaner features a tuxedo black surround that has been expertly machined to expose the satin aluminum finish below. The billet cover conceals a one-piece cast back plate with integral breather and mounting bracket that promotes smooth air flow into the throttle body. The exposed reverse cone cotton element provides high-volumes of air and the element is washable for maximum efficiency and protection. The complete kit includes Burst Collection trim, backing plate, air cleaner element and all required installation hardware. 50-State U.S. EPA compliant. B. SCREAMIN' EAGLE PERFORMANCE AIR CLEANER KIT BURST COLLECTION The Twin Cam engine is the focal point of your motorcycle, so dress it with pride. Burst Collection Engine Covers set the stage for a complete custom look. We start with beautifully polished cast or billet parts that are engineered to fit the bike perfectly. Then we apply a rich tuxedo black anodized finish and meticulously machine away the surface to expose the satin aluminum below. Start with a couple of components, or go all the way. The components replace the Original Equipment covers for superior fit. Complete the look with gloss black primary and transmission top covers (sold separately). Kits include chrome hardware. 25700249 Cam Cover. $204.95 Fits '01-'17 Dyna, Softail and '01-'16 Touring and Trike models (except '01 EFI Touring). 25700251 Rocker Box Covers. $279.95 Fits '99-'16 Touring and Trike models. Sold in pairs. 34800012 Transmission Side Cover. $204.95 Fits '08-'09 FXDF, '10-'17 Dyna (except FXDLS), and '07-'17 Softail (except FLSS, FLSTFBS, FXCW, FXCWC, FXSB and FXSE) and '07-'16 Touring models. Does not fit models equipped with a hydraulic clutch. 34800026 Transmission Side Cover. $199.95 Fits '16-'17 FXDLS and FXSE and '13-'16 Touring and Trike models equipped with hydraulic clutch. 25700250 Derby Cover. $159.95 Fits '99-'00 Evolution 1340, '99-'17 Dyna, '99-'17 Softail and '99-'15 Touring and Trike models (except FLHTCUL, FLHTKL or '07-'15 Touring or Trike models with Narrow-Profile Outer Primary Cover P/N 25700385 or 25700438). Installation on '06-later Dyna, '07-later Softail, '07-'15 Touring and Trike models require separate purchase of Gasket P/N 25416-99C. 25700446 Derby Cover. $159.95 Fits '16-later Touring and Trike, and '15-later FLHTCUL and FLHTKL models. Also fits '07-later Touring and Trike models equipped with Narrow-Profile Outer Primary Cover P/N 25700385 or 25700438. A. BURST COLLECTION ENGINE COVERS Shown with: SCREAMIN' EAGLE PERFORMANCE AIR 2 CLEANER KIT BURST COLLECTION* Performance and style combined. Designed to complement the Burst Collection, this radical low profile air cleaner features a tuxedo black surround that has been expertly machined to expose the satin aluminum finish below. The billet cover conceals a one-piece cast back plate with integral breather and mounting bracket that promotes smooth air flow into the throttle body. The exposed reverse cone cotton element provides high-volumes of air and the element is washable for maximum efficiency and protection. The complete kit includes Burst Collection trim, backing plate, air cleaner element and all required installation hardware. 50-State U.S. EPA Compliant.", "Harley Davidson", "" , , "", "Title", "Default Title", , , , , "29000066", ,,,,,"318.71","374.95"
"windshield-acorn-nut-29200008", "WINDSHIELD ACORN NUT" , "Kit contains 10 chrome-plated low crown 12-24 acorn nuts. MID-FRAME AIR DEFLECTOR Improve rider comfort during the summer riding season. Designed for severe duty and extreme temperature applications, these inconspicuous black deflectors attach to the frame and surround the top of the rear cylinder head. The scoop shape captures the moving air and uses the flow to direct the heat down and away from the rider to improve comfort. Kit includes all required mounting hardware.", "Harley Davidson", "" , , "", "Title", "Default Title", , , , , "29200008", ,,,,,"76.46","89.95"
"mid-frame-air-deflector-29200011", "MID-FRAME AIR DEFLECTOR" , "H-D DETACHABLES QUARTER FAIRING KIT VIVID BLACK HEADLAMP VISOR KIT (FXST/C AND FXDWG) VIVID BLACK MID-FRAME AIR DEFLECTOR Improve rider comfort during the summer riding season. Designed for severe duty and extreme temperature applications, these inconspicuous black deflectors attach to the frame and surround the top of the rear cylinder head. The scoop shape captures the moving air and uses the flow to direct the heat down and away from the rider to improve comfort. Kit includes all required mounting hardware.", "Harley Davidson", "" , , "", "Title", "Default Title", , , , , "29200011", ,,,,,"76.46","89.95"
"screamin'-eagle-heavy-breather-filter-cover-teardrop-29400061", "SCREAMIN' EAGLE HEAVY BREATHER FILTER COVER TEARDROP " , "SCREAMIN' EAGLE HEAVY BREATHER FILTER COVER TEARDROP Dress up the Heavy Breather Air Cleaner with this radical cover. Manufactured from forged aluminum and precision CNC-machined and polished, these easy-to-install two-piece covers add a rich custom look. Cover is available in mirrorchrome or cut back gloss black finish to match your customizing direction. Kit includes water-repellent rain sock. SCREAMIN' EAGLE HEAVY BREATHER FILTER COVER TEARDROP Dress up the Heavy Breather Air Cleaner with this radical cover. Manufactured from forged aluminum and precision CNC-machined and polished, these easy-to-install two-piece covers add a rich custom look. Cover is available in mirrorchrome or cut back gloss black finish to match your customizing direction. Kit includes water-repellent rain sock.", "Harley Davidson", "" , , "", "Title", "Default Title", , , , , "29400061", ,,,,,"148.71","174.95"
"epa-c-29400064", "EPA c" , "SCREAMIN' EAGLE EXTREME BILLET VENTILATOR AIR CLEANER KIT CHROME A. EXTREME BILLET VENTILATOR AIR CLEANER KIT (SHOWN WITH RAIN SOCK) SCREAMIN' EAGLE EXTREME BILLET 2 AIR CLEANER KIT The bold styling of this intake system looks just as impressive as the long patch of burnout rubber you just laid down. The forged billet aluminum cover tops off a cast back plate with integral breather for a smooth transition to the throttle body. The race-inspired air cleaner is engineered to flow high volumes of air and the washable pleated element provides the ideal combination of efficiency and engine protection. Available in your choice of style and finish, this easy-to-install kit includes all mounting hardware and rain sock. 50-State U.S. EPA compliant.", "Harley Davidson", "" , , "", "Title", "Default Title", , , , , "29400064", ,,,,,"297.46","349.95"
"harley-davidson-original-equipment-air-29400078", "HARLEY-DAVIDSON ORIGINAL EQUIPMENT AIR" , "GENUINE HARLEY-DAVIDSON OIL FILTERS HARLEY-DAVIDSON ORIGINAL EQUIPMENT AIR FILTER ELEMENTS Late-model pleated paper type elements with aluminum back plates.", "Harley Davidson", "" , , "", "Title", "Default Title", , , , , "29400078", ,,,,,"22.06","25.95"
"epa-c-29400128", "EPA c" , "SCREAMIN' EAGLE PERFORMANCE 2 AIR CLEANER KIT RAIL COLLECTION The look is bold and the performance exhilarating. This raceinspired air cleaner is engineered to flow through the perimeter and the face of the air filter, providing high volumes of unrestricted airflow to the engine. The open-design face plate features a rich black finish with machined longitudinal strakes to expose the glowing aluminum below. Kit includes air cleaner trim, one-piece cast back plate, high-flow washable air filter element, rain sock and all required hardware. 50-State U.S. EPA compliant. SCREAMIN' EAGLE PERFORMANCE AIR CLEANER KIT RAIL COLLECTION SCREAMIN' EAGLE EXTREME BILLET 2 AIR CLEANER KIT The bold styling of this intake system looks just as impressive as the long patch of burnout rubber you just laid down. The forged billet aluminum cover tops off a cast back plate with integral breather for a smooth transition to the throttle body. The race-inspired air cleaner is engineered to flow high volumes of air and the washable pleated element provides the ideal combination of efficiency and engine protection. Available in your choice of style and finish, this easy-to-install kit includes all mounting hardware and rain sock. 50-State U.S. EPA compliant.", "Harley Davidson", "" , , "", "Title", "Default Title", , , , , "29400128", ,,,,,"297.46","349.95"
"epa-c-29400163", "EPA c" , "SCREAMIN' EAGLE EXTREME BILLET 2 VENTILATOR AIR CLEANER KIT The proven, track-inspired exposed element Ventilator Air Cleaner with a unique look. This low-profile oval air cleaner features a 360 exposed filter element for maximum air flow and a stylish machined billet aluminum cover for style. Available in your choice of chrome or cut back gloss black finish, the two-piece billet cover surrounds the filter and features a full color Screamin' Eagle medallion. The cast back plate ensures smooth air flow to the throttle body and the included rain sock protects the filter and engine from drawing in moisture during inclement weather. This easy-to-install kit includes billet air cleaner cover, high-flow filter element, back plate, protective rain sock and all required installation hardware. 50-State U.S. EPA compliant.", "Harley Davidson", "" , , "", "Title", "Default Title", , , , , "29400163", ,,,,,"382.46","449.95"
